category,text,category_id,train
User Account: esign,What are the benefits of using an electronic signature?,19,0
Card: report not received,I still haven't gotten the card I applied for,41,1
Global: get balance,What’s the total available in my account right now?,4,0
User Account: connect banks,Is there a way to integrate my overseas bank account here?,30,1
User Account: connect banks,How do I link another bank account to my current one?,30,1
Transaction: report dispute incorrect,I need to report a transaction that I didn't authorize,8,0
Card: report not received,How long before I assume my card isn't coming?,41,0
Card: reset PIN,"Something's wrong with my PIN, need to reset.",34,0
User Account: get secure inbox messages,Any important updates in my secure messages?,15,0
Global: get balance,I'm wondering what my current balance is?,4,0
Notifications: sign up for,Enable notifications for rewards and offers.,40,0
Transaction: report dispute incorrect,Report a wrong transaction on my debit card,8,0
User Account: change phone number,How do I provide my new phone number to you?,32,0
User Account: change mailing address,Request to update address on my personal account,10,0
User Account: change mailing address,Remove my old address and add my new one,10,0
Rewards: opt out,"I want to opt out of collecting points, can I do that?",26,0
Card: get shipping status where is,What's the current location of my card in transit?,2,0
Spend Account: get cash withdrawal and reload locations,List of nearest centers to add money to my card,18,0
User Account: change phone number,"Guide me through updating my phone number, please.",32,1
User Account: get fee plan info,Provide me the complete fee breakdown for my account.,27,1
Card: reset PIN,"My old PIN isn't working, need to set a new one.",34,0
Rewards: view offers,Are there any travel related deals available with my card?,21,0
Card: cancel close,Please guide me through the card cancellation process.,35,0
User Account: change mailing address,Can I email you my new address details?,10,0
Card: add new,"Guide me through adding a new card, please.",16,0
Card: temporary limit increase,Is a short-term credit limit increase available for my card?,36,0
Transaction: report dispute incorrect,I didn’t buy anything from this store but it shows on my card,8,0
Rewards: opt out,I don't want to collect any more rewards. Opt me out.,26,0
Card: report not received,"My card shipment doesn't seem to have been successful, can you remedy this?",41,0
Card: report stolen or lost,How to block a card that’s been stolen?,3,0
Notifications: sign up for,Start sending me updates on my phone.,40,0
Notifications: sign up for,Please turn on notifications for all charges and deposits.,40,0
Card: reset PIN,Can you guide me on resetting the PIN for my business card?,34,0
Card: disable,Can you freeze all transactions on my card?,0,0
Notifications: manage,Help me update my preferences for notifications.,39,0
Document: upload,Are there any specific requirements for document photos?,31,0
User Account: log out,"End my session, how to do that?",23,0
Card: temporary limit increase,How quickly can I get a temporary credit limit increase?,36,0
Card: reset PIN,"My current PIN is not working, I need to update it.",34,0
Spend Account: consent to direct deposit,"I want to consent to direct deposit, where to start?",37,0
Card: report stolen or lost,"Can't locate my card, need immediate help",3,0
User Account: esign,Is there an audit trail for documents I sign electronically?,19,0
User Account: log out,"Looking for the logout link, where is it?",23,0
Refer a Friend: get info,Does referring multiple friends increase my rewards exponentially?,20,0
Spend Account: consent to direct deposit,Where can I opt in for direct deposit features?,37,1
Rewards: opt in,I'm interested in the rewards. How do I sign up?,25,0
Spend Account: find ATMs,ATM location search near my current place.,17,0
User Account: esign,Can multiple users e-sign the same document in my account?,19,1
Notifications: sign up for,Please help me subscribe to account activity alerts.,40,0
User Account: change phone number,Can I change my phone number through the app?,32,0
Notifications: sign up for,How do I get app alerts for every purchase?,40,0
User Account: change email address,"My email has changed, how do I reflect it in my account?",9,0
Global: get routing number direct deposit info,Help me locate the routing number for my account.,5,0
User Account: get fee plan info,Can you provide a fee summary for my spending account?,27,1
Spend Account: transfer funds,I’d like to set up a recurring transfer from my spend account.,11,0
Notifications: sign up for,Enable message alerts for my card transactions.,40,0
Rewards: opt in,Can you sign me up for the rewards offers?,25,0
Rewards: opt in,How can I sign up for getting rewards with my transactions?,25,0
Spend Account: transfer funds,Help me process a transfer from my primary account.,11,0
Rewards: opt out,"Not interested in earning points, remove me.",26,0
Spend Account: consent to direct deposit,Can you help me set up a direct deposit?,37,0
Rewards: view offers,How many offers are currently active for my card type?,21,0
Overdraft: opt out,Help me cancel overdraft protection.,29,0
Spend Account: transfer funds checks,Process for using a check to move money between banks?,12,0
Spend Account: find ATMs,Is there an ATM on this street?,17,0
User Account: closure request,"I don't want this account anymore, please close it",38,0
Notifications: sign up for,Enable the alerts for whenever there's account activity.,40,1
Spend Account: transfer funds,"Streamline money transfer, how to do that?",11,0
Notifications: manage,I need to customize the notifications so they're not so frequent.,39,0
User Account: edit profile name,"Need to update my last name, can you assist?",33,0
Card: get info status,"I need to find out if my card is okay to use, can you help?",28,0
User Account: closure request,"I want to shut down my account permanently, how do I do it?",38,0
Spending Tracker: get info,Can the spending tracker categorize my purchases?,14,0
Spend Account: get cash withdrawal and reload locations,Where can I find an ATM that also allows card reloads?,18,0
Spend Account: get cash withdrawal and reload locations,What's the closest reload center here?,18,0
Statement: get,Can I view charges and fees detailed in my last statement?,6,0
User Account: log out,"Can't find the logout option, help!",23,0
Card: get shipping status where is,Can you let me know the shipment status for the card I ordered three days ago?,2,0
Notifications: sign up for,"I want to get notified about every action on my account, enable it please.",40,0
Statement: get,Retrieve my current card statement.,6,0
Card: disable,Shut down my card to prevent fraud,0,0
User Account: connect banks,Can you add multiple bank accounts to my financial profile?,30,0
Rewards: view offers,Is there a list of current rebate offers for cardholders?,21,0
Card: add new,Can my account support another card? How can I add it?,16,0
Rewards: view offers,Can you pull up the latest grocery shopping card rewards?,21,0
Card: temporary limit increase,I'd like to request a temporary limit hike on my card.,36,0
Spend Account: transfer funds external bank,Do you provide SWIFT code for transfers to external international banks?,13,1
User Account: change email address,Need help to change my old email to a new one,9,0
User Account: change mailing address,"Time to update my address, how do I go about it?",10,0
Overdraft: opt out,Please switch off the overdraft feature.,29,0
User Account: closure request,Please terminate all my services and close my account,38,0
Card: reset PIN,Can you help me reset my card PIN?,34,0
Notifications: sign up for,Enable my account for promotional notifications.,40,1
Global: get balance,Could you provide the figure of my current balance?,4,0
Rewards: opt in,What steps do I follow to join the rewards program?,25,0
Card: get info status,"What's the deal with my card, is it blocked or something?",28,1
Transaction: report dispute incorrect,How do I handle a transaction that I didn’t initiate?,8,0
User Account: log out,How to exit my user session?,23,0
Card: add new,I need a second card; how long is the process?,16,0
User Account: change phone number,"I need to provide you with my updated phone number, how can I do that?",32,0
User Account: get secure inbox messages,Are there any new alerts in my secure inbox?,15,0
User Account: closure request,Close my account as I am relocating,38,0
User Account: change email address,I need to replace my current email with a new one,9,0
Statement: get,Show recent transactions on my statement.,6,0
Spend Account: get cash withdrawal and reload locations,Where's the nearest place to put money on my card?,18,0
Rewards: opt out,Please opt me out of any rewards and bonuses.,26,0
User Account: change email address,Tell me how to update my email in your records,9,0
Refer a Friend: get info,Can you give me details on the refer-a-friend rewards?,20,0
Card: enable,What do I need to do to reactivate my card?,1,0
Card: cancel close,"I'd like to remove a card from my account, assist please.",35,1
Spend Account: transfer funds external bank,Need help transferring cash to an international bank account.,13,0
User Account: get help contact customer service,Do you provide customer assistance in other languages?,22,0
User Account: get fee plan info,What are the loading fees for prepaid cards?,27,0
User Account: esign,Is there an option to e-sign documents directly through the app?,19,0
Spend Account: find ATMs,Need a map of ATMs around here.,17,0
Notifications: manage,Help me control what notifications I get about my account.,39,0
Spend Account: consent to direct deposit,Steps to follow to consent for direct deposit payments?,37,0
Card: replace or upgrade,Can you replace my card with a more recent model?,42,0
User Account: connect banks,What's the process for adding another bank to my account?,30,0
Card: get shipping status where is,Can you check the status on the card I'm waiting for?,2,0
User Account: get secure inbox messages,Can you access my secure inbox for me?,15,0
Global: get routing number direct deposit info,Where can I find the routing number on my account?,5,0
Rewards: view offers,Can you detail the offers for high spenders?,21,0
User Account: change password post login,How to proceed with password modification post login?,43,1
Transaction: report dispute incorrect,I want to report a transaction that looks suspicious,8,1
User Account: get fee plan info,Are there any hidden charges in my card account?,27,0
Global: get balance,How much cash do I have in my account at the moment?,4,0
Overdraft: opt out,Can you help me to opt out of the overdraft protection?,29,0
Global: get balance,How much is in my account as of today?,4,0
User Account: change phone number,What are the steps to update a phone number in my user account?,32,0
Rewards: opt in,Show me how to activate the rewards on my card?,25,1
Spending Tracker: get info,"Can I see my spending by categories like food, utilities in the spending tracker?",14,0
Notifications: manage,Assist me in managing my message alerts from you.,39,0
Card: add new,Please help me set up an additional card for emergencies.,16,0
Card: cancel close,Finish my card service.,35,0
User Account: change password post login,Procedure to reset my current password?,43,0
Card: report stolen or lost,"Please block my card, I think it’s gone",3,0
Card: get shipping status where is,When is the expected arrival of the card I recently ordered?,2,0
Card: disable,Stop all access to my card please,0,0
User Account: change mailing address,Instructions to change my address please,10,0
Card: report stolen or lost,I lost my card on the train,3,0
Card: report not received,I suspect my card wasn't sent — can you confirm?,41,1
Spend Account: find ATMs,How can I find the nearest ATM from here?,17,0
User Account: get secure inbox messages,Do I have messages waiting in my secure inbox?,15,0
Spending Tracker: get info,Is there a premium version of the spending tracker with more features?,14,0
User Account: change email address,How to go about changing my registered email?,9,0
Spend Account: transfer funds,Guide me on moving money from my spend account.,11,0
User Account: closure request,Initiate my account closure process please,38,0
User Account: change email address,Can I update my email over the app?,9,0
Savings Account: get info view program,How does my savings account work?,24,0
Card: replace or upgrade,Can you provide details on different card upgrades available?,42,1
User Account: log out,"Logging out, need assistance!",23,0
Overdraft: opt out,I'd like to opt out of the overdraft capability.,29,0
User Account: change email address,Switch my primary email to another,9,0
User Account: closure request,How to proceed with account closure?,38,0
Document: upload,Can I upload document copies or do they need to be original?,31,0
User Account: log out,Help me disconnect from my account now.,23,0
Card: temporary limit increase,"I'd need to temporarily expand my credit limit, how soon can this happen?",36,0
Spend Account: get cash withdrawal and reload locations,"I need to refill my card, where can I do this?",18,0
Rewards: opt in,Show me how to join the rewards offers.,25,0
Transaction: report dispute incorrect,"Someone charged my card, and it wasn’t me",8,1
User Account: get secure inbox messages,"Show me the latest messages in my secure inbox, please.",15,0
Card: disable,Is there a way to immediately stop my card?,0,0
User Account: change password post login,Guide me through changing my password,43,0
Card: reset PIN,"My card's PIN doesn't work, I need to reset it.",34,0
Card: add new,Can I have a new card issued from my current account?,16,0
User Account: change password post login,Let me change my password now,43,0
User Account: get help contact customer service,Are there dedicated agents to help online?,22,0
User Account: change phone number,How can I inform you about my phone number change?,32,0
User Account: closure request,Direct me on how to close my bank account permanently,38,0
Spend Account: transfer funds checks,What type of checks are accepted for a funds transfer?,12,0
Global: get balance,Can you display my latest balance numbers?,4,0
Card: enable,"I'd like to use my card again, can you enable it?",1,0
User Account: get fee plan info,Can I see the list of all charges applicable to my account?,27,0
Card: report not received,What's holding up my new card? It hasn't arrived,41,0
Overdraft: opt out,Please help me stop the overdraft service.,29,0
User Account: closure request,Please take actions to permanently close my account,38,0
Spend Account: get cash withdrawal and reload locations,Is there a reload spot close to downtown?,18,0
Card: report not received,"I never got the card I reordered, can you check?",41,0
User Account: change email address,Change my account email to something else,9,0
Card: enable,"Reactivate my card, please.",1,0
User Account: edit profile name,Need to customize my name on my account due to personal reasons,33,0
User Account: esign,How quickly can I set up an electronic signature?,19,0
Spend Account: transfer funds external bank,Can I wire funds to an external bank account using my app?,13,0
Refer a Friend: get info,What do I need to do to refer a friend to you guys?,20,0
Overdraft: opt out,Guide me through stopping my overdraft protection.,29,0
Card: report stolen or lost,"My wallet’s stolen, including my bank card",3,0
User Account: change email address,Request to update my email address,9,0
Card: cancel close,End my relationship with this card please.,35,0
User Account: change mailing address,Switch my current address to my new one,10,0
Spend Account: transfer funds checks,Will transferring funds by check affect my spending limits?,12,0
Card: add new,Can I order a new card right now?,16,0
Rewards: opt in,Please enroll me in the card rewards program.,25,0
Spend Account: get cash withdrawal and reload locations,Explore cash withdrawal locations available nearby.,18,0
User Account: change mailing address,Submit new address details for my account updates,10,0
Card: cancel close,How to go about card cancellation?,35,0
Card: report stolen or lost,Pretty sure someone stole my debit card,3,0
Spend Account: transfer funds external bank,Can you cancel a money transfer to an external bank once initiated?,13,0
Overdraft: opt out,Could you remove overdraft protection?,29,0
User Account: get secure inbox messages,What's the latest in my secure inbox?,15,0
Card: cancel close,Help me end my card’s active status.,35,0
Document: upload,Can I upload multiple documents at once?,31,0
Card: temporary limit increase,"I need a temp limit raise for some planned expenses, is that possible?",36,0
Spend Account: transfer funds external bank,Can I use mobile check deposit to transfer funds to an external bank?,13,0
Rewards: view offers,Tell me about the rewards for making regular monthly purchases.,21,0
Spend Account: transfer funds checks,Can I transfer a large sum via a bank check?,12,0
Document: upload,What types of ID proofs are acceptable for uploading?,31,0
Spend Account: transfer funds,Send $150 from my account to a friend's account.,11,0
Notifications: sign up for,Make sure I'm in the loop with notifications.,40,0
Global: get balance,Can you let me know my account's monetary status?,4,0
User Account: change mailing address,Need to correct the address you have for me,10,0
Transaction: report dispute incorrect,Who do I contact to dispute a transaction?,8,0
Spend Account: find ATMs,Any ATM close to where I am now?,17,0
Spend Account: consent to direct deposit,Activate direct deposit service on my account please.,37,0
Spend Account: consent to direct deposit,How to opt-in for direct deposits to my spend account?,37,0
User Account: get secure inbox messages,Have there been any updates to my secure inbox?,15,0
Card: get info status,"Hey, is my card in good standing?",28,0
Card: add new,Inform me about the process to add another card.,16,1
Card: get shipping status where is,When exactly will my card ship?,2,0
Spend Account: get cash withdrawal and reload locations,Identify the nearest cash deposit spot for adding funds.,18,0
Spend Account: get cash withdrawal and reload locations,Any quick cash withdraw locations around?,18,0
Card: report not received,How do I report a card not received?,41,0
Spend Account: transfer funds,Explain how to transfer funds using the mobile app.,11,0
Rewards: opt out,How to stop accumulating rewards points?,26,0
Savings Account: get info view program,Break down the features of my savings account for me please.,24,0
Spend Account: get cash withdrawal and reload locations,Where can I reload my card nearby?,18,0
Card: get info status,"Yo, can you give me the lowdown on my card's status?",28,0
User Account: get fee plan info,Detail the fees for withdrawing cash at foreign ATMs.,27,0
User Account: change password post login,"I want to reset my password, what should I do?",43,0
Card: cancel close,Directions to permanently disable my credit card.,35,0
User Account: change phone number,"Need assistance in changing my phone number, who should I contact?",32,0
Card: reset PIN,Can I reset my PIN over the phone?,34,0
User Account: get help contact customer service,How do I call your customer support team?,22,1
User Account: change mailing address,Guide on updating the mailing address please,10,0
User Account: change mailing address,Need info on how to submit a new address,10,1
Global: get balance,"Need a balance check, what do I have?",4,0
Spend Account: transfer funds external bank,What details do I need to provide for a bank transfer to another account?,13,0
Card: temporary limit increase,"For some upcoming expenses, I need a temp limit increase.",36,0
Spend Account: transfer funds,Transferring money step by step guide needed.,11,0
Card: replace or upgrade,Can I change my current card to one with a higher limit?,42,1
Spend Account: transfer funds checks,How to endorse a check for fund transfer?,12,0
Rewards: view offers,Any updates to the rewards program for this quarter?,21,0
User Account: change password post login,How can I change my login password?,43,0
Spending Tracker: get info,Can I set budget limits in the spending tracker?,14,0
Notifications: sign up for,Please subscribe me to your notification service.,40,0
Transaction: report dispute incorrect,"Incorrect transaction alert, I need help sorting it out",8,0
User Account: connect banks,Is there a limit to how many banks I can connect?,30,0
Card: get shipping status where is,"I'm eager to know, where is my card right now?",2,0
Card: get shipping status where is,Is my card still in transit?,2,0
Card: get info status,"What’s the deal with my card, active or not?",28,0
Document: upload,How will I know if the quality of my uploaded documents is sufficient?,31,0
Global: get routing number direct deposit info,Which routing number should I use for automatic deposits?,5,0
User Account: change phone number,"Need to inform you of a change in my phone number, how should I proceed?",32,0
Notifications: manage,Can you help me fix my notification settings?,39,0
User Account: log out,"I must log out now, how to proceed?",23,0
User Account: change phone number,What's the process to change the phone number linked to my account?,32,0
Card: add new,Show me how to apply for an extra card for my account.,16,0
Card: enable,Help enabling my card.,1,0
Spend Account: transfer funds external bank,How do I send money from this account to a different bank?,13,0
Card: report not received,There seems to be a hold-up with my card delivery,41,0
Card: temporary limit increase,"For a project, I need to temporarily raise my card's credit limit.",36,0
Spend Account: transfer funds checks,Can I make a partial funds transfer using multiple checks?,12,0
User Account: esign,Is there a tutorial on how to modify electronic signatures?,19,0
Card: enable,How to get my card unblocked?,1,0
Card: temporary limit increase,Can you approve a temporary credit limit enhancement?,36,0
Notifications: manage,Settings to manage how I receive alerts?,39,0
Rewards: opt out,Can you stop sending me rewards offers?,26,0
Global: get routing number direct deposit info,How can I check my routing number for deposits?,5,0
Spend Account: consent to direct deposit,Steps to set up direct deposit in my spending account?,37,0
User Account: edit profile name,"I need to revise my name, who do I contact?",33,0
Savings Account: get info view program,I want to hear more about what my savings account offers.,24,0
Card: reset PIN,"I'm looking to reset my card PIN, how do I start?",34,1
Card: reset PIN,Assist me in creating a new PIN for my card's security.,34,0
Card: replace or upgrade,Can I get an upgrade to a newer version of my current card?,42,0
User Account: esign,Is it possible to review the document before I apply my e-signature?,19,0
User Account: closure request,"I've decided I no longer need this account, please close it",38,0
Notifications: sign up for,"I wish to receive notifications about new messages, please set it up.",40,0
User Account: get help contact customer service,How do I contact customer service now?,22,0
Card: get info status,Can you check if my card has been activated?,28,1
Spend Account: find ATMs,Find an ATM for me.,17,0
User Account: change password post login,"Initiating a password update, need help",43,0
Spend Account: consent to direct deposit,How to start receiving direct deposits in my spend account?,37,0
Spend Account: transfer funds,Can I transfer money from my spend account today?,11,0
Notifications: manage,How to stop receiving notifications at night?,39,0
User Account: edit profile name,What documents are needed for name correction in my profile?,33,0
Spend Account: transfer funds checks,How do I transfer money using a check?,12,0
Refer a Friend: get info,What are the steps to refer a friend?,20,0
Card: report stolen or lost,"My card is nowhere, need support",3,0
Rewards: opt in,Can I start earning rewards now? What must I do?,25,0
Spend Account: consent to direct deposit,"Initiate direct deposit setup for me, please.",37,0
Card: temporary limit increase,"Urgently need more credit, can I apply for a temp increase?",36,0
Rewards: opt out,Please make sure I’m out of the rewards circle.,26,0
User Account: get fee plan info,What's the cost of getting additional services on my card?,27,0
Card: disable,"I need to stop using my card, can you disable it?",0,0
Card: enable,Unlock my card for transactions.,1,0
Transaction: report dispute incorrect,"I see a charge that’s not mine, how to dispute?",8,0
User Account: get help contact customer service,Can I talk to a customer rep about a problem with my account?,22,0
User Account: get fee plan info,How much am I paying for overseas transactions?,27,0
Global: get routing number direct deposit info,Show me my routing details for direct deposit.,5,0
User Account: log out,Can you direct me to sign out from my profile?,23,0
Document: upload,Is it safe to upload sensitive documents through your portal?,31,0
Card: disable,Please suspend my card,0,0
User Account: esign,Is there a limit to the number of documents I can e-sign?,19,0
User Account: get secure inbox messages,What can I find in my secure inbox today?,15,0
Card: replace or upgrade,Do I need to verify my identity for upgrading my card?,42,0
Rewards: opt out,Please disable rewards features from my account.,26,0
Rewards: opt out,Could you please withdraw my account from rewards eligibility?,26,0
User Account: change email address,Steps to update my contact email please,9,0
Spend Account: transfer funds,Can I execute a fund transfer from mobile?,11,0
Rewards: view offers,What kind of spending bonuses can I earn?,21,1
Global: get balance,Can you update me on my latest account balance?,4,0
Card: reset PIN,"I forgot my PIN, how can I set a new one?",34,0
Transaction: report dispute incorrect,Can you help me report a wrong charge on my card?,8,0
User Account: change mailing address,Just moved. How to change address quickly?,10,0
Rewards: opt out,Can you help with stopping rewards on my account?,26,0
Spend Account: get cash withdrawal and reload locations,Looking for a place to reload my spend account.,18,0
Statement: get,See last quarter’s card statements.,6,0
User Account: connect banks,Is linking an external bank account a quick process?,30,0
Card: disable,I'd like to deactivate my card now,0,0
Transaction: report dispute incorrect,"I have a charge I need to contest, what are the steps?",8,0
Global: get routing number direct deposit info,Show routing number details.,5,0
Card: cancel close,I need your help closing my card.,35,1
Card: report stolen or lost,"Lost my card today, need immediate help",3,0
User Account: get help contact customer service,Where can I find help over the phone?,22,0
User Account: get secure inbox messages,Check for new messages in the secure inbox.,15,0
User Account: get help contact customer service,"I want to report a problem, how do I reach customer support?",22,0
Transaction: history,Where in the app can I find my transaction history?,7,0
Spend Account: consent to direct deposit,How to consent for direct deposit online?,37,1
User Account: log out,"Find me the way out, how to log out?",23,0
Spend Account: transfer funds checks,What’s the process for transferring money via a check?,12,0
Card: enable,Can my card be reactivated?,1,1
User Account: esign,Do I need internet access to use the electronic signature feature?,19,0
Rewards: opt in,I want in on the rewards. Help?,25,0
User Account: get fee plan info,Can you update me if there are any changes to the fees?,27,0
User Account: get fee plan info,How much will I be charged for account overdraw?,27,0
Spend Account: transfer funds external bank,Can transfers to external banks be done on weekends?,13,0
Card: report stolen or lost,"My bag was snatched, card was inside",3,0
User Account: closure request,I demand a closure of my bank account,38,0
Global: get routing number direct deposit info,Search for my routing number.,5,0
Rewards: view offers,Which are the latest card rewards I can benefit from?,21,0
User Account: get help contact customer service,Where can I get live support for my account?,22,0
Refer a Friend: get info,What rewards do I get for referring new customers?,20,0
Card: add new,"Could I get help with adding a new card, please?",16,0
Card: temporary limit increase,"For my upcoming expenses, can I have a higher credit limit?",36,0
User Account: get help contact customer service,"Need help from a service agent, how do I get in touch?",22,0
Card: report not received,"I haven't received my new card, what's the issue?",41,0
Savings Account: get info view program,Elaborate on my savings account program features.,24,0
Spend Account: transfer funds checks,I need info on check-based fund transfers.,12,1
Notifications: sign up for,Hook me up with alerts related to my spending and transactions.,40,0
User Account: get fee plan info,Any fees on using ATMs outside the network?,27,0
Card: get shipping status where is,Could you check if my card's delivery has been confirmed?,2,0
Spend Account: get cash withdrawal and reload locations,What are the nearby facilities for reloading cash onto cards?,18,0
Notifications: sign up for,Make sure I get notified about offers and deals.,40,0
User Account: get fee plan info,How much do I get charged for card usage?,27,0
Spend Account: get cash withdrawal and reload locations,Locations to withdraw cash using my card?,18,1
Spend Account: consent to direct deposit,"I'm ready to enable direct deposit, where do I sign up?",37,0
Spending Tracker: get info,Does the spending tracker include analyses of my spending habits?,14,0
User Account: get secure inbox messages,What does my secure message inbox show?,15,0
User Account: change email address,New email setup needed for my account,9,0
Card: reset PIN,What is the safest way to change my card PIN?,34,0
Card: disable,"Prevent any further transactions on my card, disable it",0,0
User Account: connect banks,Are there any fees to connect another bank?,30,0
User Account: get secure inbox messages,Can you tell me if there are recent messages in my secure inbox?,15,0
User Account: closure request,I want to finalize closing my bank account,38,0
Spend Account: transfer funds,Is it possible to shift funds to another account?,11,1
Transaction: report dispute incorrect,There’s a mistake with a payment on my account,8,0
Card: report not received,"Need assistance, my card delivery hasn't happened",41,0
User Account: edit profile name,Can I edit my name on the mobile banking app?,33,1
Spend Account: transfer funds external bank,What to do if a transfer to another bank fails?,13,0
Refer a Friend: get info,Do I get anything special for multiple referrals?,20,1
Spend Account: transfer funds external bank,I accidentally sent money to the wrong bank. How do I fix this?,13,1
Card: enable,Can I have my card re-enabled?,1,0
Card: reset PIN,"Need a fresh PIN for my card, help?",34,0
Rewards: opt out,"Exit rewards program for me, please.",26,0
User Account: change email address,Current email is wrong; I need to update it,9,0
Spend Account: transfer funds external bank,Is there a daily limit on how much I can transfer to another bank?,13,0
User Account: connect banks,How quick is the process to connect another banking institution?,30,0
Card: temporary limit increase,How to temporarily expand my spending limit?,36,0
Card: enable,"I need to enable my card, can you assist?",1,0
User Account: change email address,Change my account's email to my new primary email,9,0
User Account: connect banks,What steps should I take to connect a new bank account?,30,0
Card: report stolen or lost,Important! My card has been stolen,3,0
User Account: esign,Are there any tutorials available for using the e-sign feature?,19,0
Overdraft: opt out,Please end overdraft services for my banking account.,29,0
Spending Tracker: get info,Do I need to activate the spending tracker or is it automatic?,14,0
User Account: get help contact customer service,Is customer service on weekends available?,22,1
User Account: closure request,End all services associated with my account,38,0
User Account: log out,"Exiting the app, need logout help.",23,0
Card: temporary limit increase,Could my card limit be increased for the next three months?,36,0
Savings Account: get info view program,"Details on my savings account program, please.",24,0
Refer a Friend: get info,Are there any fees associated with the referral program?,20,0
Card: add new,"I need to add an extra card to my account, how do I go about it?",16,1
Spend Account: transfer funds checks,Do you offer check booklets for fund transfers?,12,0
Rewards: opt out,"Turn off reward collection on my account, please.",26,0
Spend Account: transfer funds checks,"I need to transfer funds by check, what should I do?",12,0
Card: temporary limit increase,"Temp credit limit increase needed, what are my options?",36,0
Card: enable,How can I get my card enabled again?,1,0
Notifications: sign up for,Make sure to send me notifications about my card usage.,40,0
Spend Account: consent to direct deposit,Can you activate the direct deposit feature for my account?,37,0
Card: temporary limit increase,Is there a way to increase my credit limit just for a short period?,36,0
User Account: esign,Are electronic signatures legally binding through your service?,19,0
Spend Account: transfer funds checks,What to do if I mistakenly write the wrong amount on a transfer check?,12,0
Notifications: sign up for,I'd like to opt into receiving push notifications.,40,0
Spend Account: transfer funds external bank,Can I automatically transfer part of my paycheck to another bank?,13,0
User Account: get help contact customer service,How can I speak to customer support?,22,0
User Account: get fee plan info,Can you tell me about the annual charges for my card?,27,0
Card: report not received,"Haven't received my card, can you reissue?",41,0
Card: report stolen or lost,"Someone has taken my card, need to cancel it",3,0
Spend Account: get cash withdrawal and reload locations,Recommend a cash withdrawal location.,18,0
User Account: change password post login,What's the process to reset my current password?,43,0
Refer a Friend: get info,Is there a limit to how many friends I can refer?,20,0
Card: replace or upgrade,Can my existing card be swapped for a more advanced one?,42,0
User Account: connect banks,How do I link a bank account from another country?,30,0
User Account: change phone number,I've changed carriers and have a new number. How can I update this info?,32,0
Spend Account: transfer funds,What's the maximum I can send using this spend account?,11,0
Statement: get,Fetch the card statement for the past six months.,6,1
User Account: edit profile name,"Assist me in changing my name, please",33,0
Rewards: opt out,Disable all my rewards features as soon as possible.,26,0
Notifications: sign up for,How can I receive alerts from this app?,40,1
Global: get routing number direct deposit info,How to get my bank’s routing number?,5,0
Transaction: report dispute incorrect,Can I get a refund for a fraudulent charge?,8,1
Spend Account: find ATMs,I need to find an ATM ASAP.,17,1
Card: enable,"Please enable my card, I need to use it.",1,0
Card: temporary limit increase,"I need more buying power for a few weeks, can you help?",36,1
User Account: change phone number,Could you assist me in changing my phone number on my banking profile?,32,0
Savings Account: get info view program,Detail the savings structure of my account please.,24,0
User Account: closure request,"I would like to cancel and close my account, what is the process?",38,0
User Account: esign,Is there a customer support team to help with eSignature issues?,19,0
Statement: get,Check the transaction summary on my latest statement.,6,0
User Account: change mailing address,I wish to switch the mailing address you have,10,0
User Account: log out,"Wrap it up, I need to logout.",23,0
Rewards: opt out,"I need to opt out of the incentives program, please assist.",26,0
Spend Account: transfer funds checks,Do you allow fund transfers through traveler’s checks?,12,0
User Account: log out,Show me how to log out quick!,23,0
Spend Account: transfer funds external bank,What happens if I enter the wrong account number for an external bank transfer?,13,0
Overdraft: opt out,"Deactivate my overdraft protection, please.",29,0
Transaction: history,What transactions have I made in the past 24 hours?,7,0
Rewards: view offers,Are there any rewards for airline ticket purchases with my card?,21,0
Card: cancel close,"I'm not interested in this card anymore, cancel it.",35,0
Savings Account: get info view program,Can I get a breakdown of the savings program on my account?,24,0
Card: enable,How do I switch my card from paused to active?,1,0
Card: temporary limit increase,Could I request a short-term increase in my credit limit?,36,0
Transaction: report dispute incorrect,I found a transaction that I did not execute,8,0
User Account: change mailing address,Let me know how I can change my home address,10,0
User Account: get secure inbox messages,What's new in my secure inbox?,15,1
User Account: change phone number,"Need to replace my old phone number with a new one, what should I do?",32,1
User Account: esign,Can I e-sign on behalf of another user with their permission?,19,0
User Account: change mailing address,Process to change the address on my account?,10,0
Transaction: history,Show a log of my financial transactions for this year.,7,1
User Account: edit profile name,Can I request a name update using the web portal?,33,1
Document: upload,How do I know what documents are required to upload?,31,0
Spend Account: transfer funds,Can I send money to another city using my account?,11,0
Notifications: sign up for,"I want to be notified about transactions, please enable that.",40,0
Card: replace or upgrade,Who do I talk to about upgrading my current card?,42,0
Transaction: report dispute incorrect,Query to dispute an unrecognized transaction,8,0
Notifications: sign up for,Let me receive every update and message as a notification.,40,0
User Account: log out,"Before I leave, how do I log out?",23,0
Spend Account: transfer funds checks,How to setup a transfer using a check?,12,1
User Account: get help contact customer service,Is there an option to text customer service?,22,0
User Account: edit profile name,Can I change my name without visiting a branch?,33,0
Transaction: report dispute incorrect,"A transaction on my statement isn’t correct, who do I talk to?",8,0
Card: add new,Please initiate the process for me to add a new card.,16,0
User Account: esign,Can I use your e-signature feature for legal contracts?,19,0
User Account: change mailing address,Change to a new address following my relocation,10,0
Statement: get,Need a copy of my recent financial statement please.,6,0
